age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
64,management,married,,no,2352,no,no,cellular,4,may,153,2,182,11,success,yes
80,retired,married,primary,no,155,no,no,telephone,4,may,209,1,53,3,success,yes
33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,yes
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,yes
51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,yes
35,management,married,tertiary,no,62,no,no,cellular,7,may,226,2,88,4,success,yes
53,management,married,tertiary,no,3634,no,no,cellular,7,may,211,4,88,8,success,yes
46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,6,53,6,success,yes
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,309,1,181,1,success,yes
42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,2,89,5,success,yes
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes
34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,yes
66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
54,management,married,tertiary,no,1624,no,no,cellular,12,may,166,3,182,10,success,yes
33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,yes
19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success,yes
24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,182,2,success,yes
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success,yes
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes
31,management,single,tertiary,no,533,no,no,telephone,12,may,372,1,90,10,success,yes
54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,414,1,183,2,success,yes
54,,married,secondary,no,2206,no,no,cellular,13,may,260,1,91,4,success,yes
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,yes
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,1,181,5,success,yes
63,retired,divorced,tertiary,no,0,no,no,cellular,13,may,263,1,181,2,success,yes
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,1,87,10,success,yes
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,yes
35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,1,90,3,success,yes
68,retired,married,secondary,no,1146,no,no,cellular,13,may,356,1,71,5,success,yes
37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success,yes
58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,87,5,success,yes
34,admin.,married,secondary,no,920,no,no,cellular,14,may,526,3,179,3,success,yes
50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,196,8,182,4,success,yes
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success,yes
57,retired,married,primary,no,9367,no,no,cellular,14,may,700,4,92,7,success,yes
29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,yes
75,retired,married,tertiary,no,6027,no,no,cellular,14,may,809,1,179,4,success,yes
46,management,married,tertiary,no,349,no,no,cellular,14,may,466,4,88,3,success,yes
72,retired,married,secondary,no,5715,no,no,cellular,17,may,1114,1,181,2,success,yes
52,management,married,tertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,yes
38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,yes
62,retired,married,secondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,yes
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,yes
47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,226,3,91,8,success,yes
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
21,student,single,secondary,no,215,no,no,cellular,24,may,382,1,89,7,success,yes
33,services,single,secondary,no,152,yes,no,cellular,25,may,202,2,365,2,success,yes
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,yes
33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success,yes
66,management,married,,no,2149,yes,no,cellular,26,may,135,2,90,11,success,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,yes
67,retired,married,primary,no,1430,no,no,telephone,26,may,283,2,135,5,success,yes
46,housemaid,married,secondary,no,38,no,no,cellular,27,may,181,3,183,1,success,yes
23,student,single,tertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,yes
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,yes
34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,714,1,-1,0,,yes
26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,-1,0,,yes
28,management,single,tertiary,no,437,no,no,cellular,5,may,338,1,-1,0,,yes
72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,,yes
18,student,single,,no,348,no,no,cellular,5,may,443,4,-1,0,,yes
32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,3,-1,0,,yes
77,,married,,no,397,no,no,telephone,7,may,300,3,-1,0,,yes
44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,,yes
23,student,single,,no,2530,no,no,cellular,12,may,411,1,-1,0,,yes
34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,3,-1,0,,yes
32,unemployed,single,secondary,no,1026,yes,no,cellular,13,may,289,1,-1,0,,yes
28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,,yes
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,1,-1,0,,yes
24,management,single,tertiary,no,1,no,no,cellular,14,may,396,5,-1,0,,yes
33,management,single,tertiary,no,2364,no,no,cellular,17,may,508,1,-1,0,,yes
53,admin.,married,secondary,no,53,yes,no,cellular,18,may,387,1,-1,0,,yes
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,,yes
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,,yes
35,technician,single,tertiary,no,1880,no,no,cellular,20,may,154,1,-1,0,,yes
78,retired,married,,no,3208,no,no,telephone,20,may,351,3,-1,0,,yes
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,,yes
24,unemployed,single,secondary,no,2573,no,no,cellular,24,may,375,2,-1,0,,yes
60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,-1,0,,yes
29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,1,-1,0,,yes
52,management,married,tertiary,no,388,no,no,cellular,25,may,272,1,-1,0,,yes
38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,-1,0,,yes
28,technician,married,secondary,no,742,no,no,cellular,26,may,236,1,-1,0,,yes
32,admin.,single,secondary,no,344,no,no,cellular,26,may,530,2,-1,0,,yes
54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,-1,0,,yes
45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,,yes
63,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,2,-1,0,,yes
29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,,yes
33,services,single,,no,523,yes,no,,28,may,86,1,-1,0,,yes
48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,5,-1,0,,yes
26,technician,single,tertiary,no,515,no,no,cellular,31,may,775,1,-1,0,,yes
52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,3,92,7,failure,yes
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
73,retired,married,secondary,no,2850,no,no,cellular,17,nov,300,1,40,8,failure,yes
22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,yes
38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,2,91,3,success,yes
41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,1,57,8,success,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,1,92,3,success,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,357,3,93,5,success,yes
36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,1,92,3,success,yes
34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
29,management,single,secondary,no,703,yes,no,cellular,16,nov,236,1,550,2,success,yes
32,blue-collar,married,secondary,no,136,no,no,cellular,16,nov,206,1,188,3,success,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,yes
68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,yes
53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,yes
72,retired,married,secondary,no,5715,no,no,cellular,17,nov,1127,5,184,3,success,yes
30,management,single,tertiary,no,297,no,no,cellular,8,nov,188,1,-1,0,,yes
37,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,,yes
54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,,yes
32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,-1,0,,yes
29,management,single,tertiary,no,765,no,no,cellular,16,nov,238,1,-1,0,,yes
25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,,yes
36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,,yes
38,technician,married,secondary,no,557,yes,no,cellular,16,nov,1556,4,-1,0,,yes
34,admin.,single,secondary,no,557,no,no,cellular,17,nov,224,1,-1,0,,yes
23,student,single,tertiary,no,113,no,no,cellular,17,nov,266,1,-1,0,,yes
25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,,yes
51,technician,married,tertiary,no,825,no,no,cellular,17,nov,977,3,-1,0,,yes
71,retired,divorced,primary,no,1729,no,no,cellular,17,nov,456,2,-1,0,,yes
39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes
58,admin.,divorced,secondary,no,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
33,management,single,tertiary,no,131,yes,no,cellular,12,oct,209,3,427,2,failure,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,621,1,181,3,failure,yes
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,yes
47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,1,91,4,failure,yes
56,admin.,divorced,secondary,no,1693,no,no,cellular,26,oct,238,4,442,4,failure,yes
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
64,management,married,tertiary,no,5112,no,no,telephone,19,oct,898,7,137,11,other,yes
27,unemployed,single,secondary,no,771,no,no,cellular,21,oct,181,1,302,3,other,yes
28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,549,2,238,13,other,yes
37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,608,2,92,4,other,yes
63,retired,married,secondary,no,1495,no,no,cellular,25,oct,389,1,195,4,other,yes
25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,yes
25,student,single,secondary,no,1868,no,no,cellular,26,oct,259,1,103,2,other,yes
32,technician,married,secondary,no,1547,no,no,cellular,26,oct,289,1,805,4,other,yes
31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,1,96,1,success,yes
48,services,divorced,,no,973,no,no,cellular,8,oct,319,1,134,2,success,yes
32,technician,single,,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes
48,admin.,married,secondary,no,368,no,no,cellular,8,oct,363,2,140,7,success,yes
28,,single,,no,326,no,no,cellular,11,oct,450,1,231,1,success,yes
36,technician,single,secondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,yes
67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,3,95,6,success,yes
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,1,95,2,success,yes
31,management,married,tertiary,no,4328,no,no,cellular,12,oct,203,4,165,14,success,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,1,91,12,success,yes
36,management,single,tertiary,no,2646,no,no,cellular,13,oct,169,1,182,10,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success,yes
38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success,yes
27,technician,single,secondary,no,643,no,no,telephone,14,oct,301,1,93,1,success,yes
60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,187,2,213,10,success,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,3,92,6,success,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,464,1,94,2,success,yes
22,management,single,tertiary,no,104,no,yes,cellular,18,oct,509,1,185,3,success,yes
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,1,95,1,success,yes
42,management,married,,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes
29,student,single,secondary,no,1925,no,no,cellular,21,oct,150,3,149,5,success,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1032,1,91,4,success,yes
37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success,yes
77,retired,married,secondary,no,820,no,no,telephone,21,oct,330,2,181,4,success,yes
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,yes
59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,738,3,183,1,success,yes
29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,yes
33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91,3,success,yes
61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,1,91,5,success,yes
30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,yes
74,retired,married,secondary,no,935,no,no,cellular,25,oct,400,1,173,3,success,yes
31,admin.,single,secondary,no,410,no,no,cellular,25,oct,182,1,185,1,success,yes
33,admin.,married,secondary,no,51,yes,yes,cellular,25,oct,253,1,284,3,success,yes
78,management,married,,no,1780,yes,no,cellular,25,oct,211,2,185,7,success,yes
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success,yes
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
46,technician,married,,no,3308,no,no,cellular,27,oct,171,1,91,2,success,yes
70,retired,married,secondary,no,0,no,no,cellular,27,oct,258,1,92,5,success,yes
71,retired,married,secondary,no,1696,no,no,cellular,6,oct,486,1,-1,0,,yes
33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,649,1,-1,0,,yes
47,self-employed,married,tertiary,no,1011,no,no,cellular,6,oct,808,1,-1,0,,yes
26,unemployed,single,tertiary,no,3466,no,no,cellular,6,oct,275,2,-1,0,,yes
22,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,,yes
34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,2,-1,0,,yes
32,student,single,secondary,no,1102,no,no,telephone,8,oct,194,1,-1,0,,yes
34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,,yes
27,admin.,married,tertiary,no,346,no,no,cellular,11,oct,212,1,-1,0,,yes
27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,,yes
34,technician,married,secondary,no,159,yes,no,cellular,18,oct,252,1,-1,0,,yes
64,retired,married,secondary,no,466,yes,no,cellular,18,oct,526,1,-1,0,,yes
39,admin.,divorced,secondary,no,728,yes,yes,cellular,18,oct,222,1,-1,0,,yes
27,management,single,tertiary,no,107,no,no,cellular,18,oct,767,3,-1,0,,yes
36,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,3,-1,0,,yes
48,admin.,married,secondary,no,50,no,yes,cellular,21,oct,419,1,-1,0,,yes
63,retired,single,tertiary,no,791,no,no,cellular,21,oct,212,2,-1,0,,yes
25,technician,single,secondary,no,325,no,no,cellular,22,oct,716,3,-1,0,,yes
43,management,single,tertiary,no,2081,no,no,cellular,22,oct,554,3,-1,0,,yes
27,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701,2,-1,0,,yes
40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,2,-1,0,,yes
47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,,yes
32,admin.,married,secondary,no,200,no,no,cellular,1,sep,729,1,29,3,failure,yes
31,services,single,secondary,no,-205,no,no,cellular,1,sep,481,1,579,1,failure,yes
48,,single,,no,1819,no,no,cellular,2,sep,1440,1,458,1,failure,yes
52,management,married,,no,1708,no,no,,6,sep,310,1,75,4,failure,yes
48,management,married,tertiary,no,0,yes,no,cellular,6,sep,194,2,125,6,failure,yes
32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,1,280,1,failure,yes
84,retired,married,tertiary,no,4761,no,no,telephone,9,sep,1405,1,92,3,failure,yes
33,unemployed,single,secondary,no,2066,no,yes,cellular,9,sep,305,1,749,2,failure,yes
28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes
25,student,single,secondary,no,486,no,no,cellular,13,sep,273,3,199,4,failure,yes
72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64,12,failure,yes
41,admin.,married,secondary,no,3138,no,no,cellular,14,sep,409,1,398,1,failure,yes
75,retired,married,primary,no,1765,no,no,telephone,14,sep,808,1,187,4,failure,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes
38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,yes
29,management,married,tertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,yes
60,retired,married,secondary,no,975,no,no,cellular,16,sep,303,1,792,1,failure,yes
31,student,single,tertiary,no,4951,no,no,cellular,17,sep,285,3,81,3,failure,yes
37,management,divorced,tertiary,no,488,yes,no,cellular,17,sep,328,1,854,2,failure,yes
41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,184,13,failure,yes
31,housemaid,married,secondary,no,243,yes,no,cellular,23,sep,305,2,842,1,failure,yes
29,unemployed,single,secondary,no,1055,no,no,cellular,23,sep,427,1,603,1,failure,yes
32,blue-collar,single,secondary,no,2093,no,no,cellular,24,sep,224,2,444,1,failure,yes
34,management,married,tertiary,no,589,no,no,cellular,1,sep,300,1,44,3,other,yes
62,management,married,secondary,no,1128,no,no,cellular,2,sep,236,1,290,3,other,yes
38,management,married,tertiary,no,630,no,no,cellular,2,sep,362,1,388,3,other,yes
43,admin.,single,secondary,no,1707,yes,no,cellular,6,sep,369,3,504,5,other,yes
33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,224,1,145,2,other,yes
26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other,yes
32,blue-collar,married,primary,no,1644,no,no,cellular,7,sep,492,3,102,5,other,yes
37,services,single,tertiary,no,1189,no,no,cellular,13,sep,323,9,199,4,other,yes
61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,other,yes
58,management,divorced,,no,2986,no,no,cellular,16,sep,414,1,91,5,other,yes
67,retired,married,secondary,no,2048,no,no,cellular,16,sep,452,5,195,4,other,yes
41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,yes
35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other,yes
81,retired,divorced,primary,no,949,no,no,cellular,27,sep,188,2,280,1,other,yes
60,management,married,tertiary,no,315,no,no,cellular,1,sep,840,1,183,3,success,yes
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes
55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,193,1,92,1,success,yes
37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success,yes
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success,yes
75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success,yes
27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success,yes
41,unemployed,single,tertiary,no,7968,no,no,cellular,2,sep,404,1,184,4,success,yes
25,student,single,secondary,no,154,no,no,cellular,2,sep,382,1,183,3,success,yes
27,student,single,tertiary,no,5169,yes,no,cellular,3,sep,431,1,466,3,success,yes
49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,252,2,93,2,success,yes
39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes
43,technician,married,secondary,no,4945,yes,no,cellular,3,sep,219,3,185,2,success,yes
65,admin.,married,secondary,no,952,no,no,cellular,6,sep,255,1,96,1,success,yes
37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success,yes
37,management,married,tertiary,no,6771,no,no,cellular,7,sep,337,1,186,1,success,yes
51,management,single,tertiary,no,151,yes,no,cellular,8,sep,638,1,427,3,success,yes
38,admin.,married,secondary,no,0,yes,no,cellular,8,sep,210,1,92,3,success,yes
34,management,divorced,tertiary,no,2240,no,no,cellular,8,sep,220,2,184,3,success,yes
60,unemployed,married,secondary,no,957,no,no,cellular,8,sep,246,1,184,3,success,yes
36,management,married,tertiary,no,2161,no,no,cellular,8,sep,708,2,183,5,success,yes
46,student,single,,no,1527,no,no,cellular,8,sep,358,3,184,1,success,yes
80,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,3,91,13,success,yes
39,management,married,tertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,yes
62,retired,married,secondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
33,admin.,single,secondary,no,555,yes,no,cellular,9,sep,204,1,365,1,success,yes
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,92,1,success,yes
48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
28,admin.,married,secondary,no,1595,no,no,cellular,9,sep,268,1,254,4,success,yes
69,retired,married,,no,426,no,no,telephone,10,sep,211,2,185,2,success,yes
28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes
52,unemployed,married,secondary,no,1416,no,no,cellular,13,sep,218,3,187,3,success,yes
67,retired,married,,no,2540,no,no,telephone,14,sep,279,3,92,9,success,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,211,1,216,7,success,yes
28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,404,2,91,4,success,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,15,sep,316,1,246,4,success,yes
39,management,married,,no,76,no,no,cellular,15,sep,200,1,183,1,success,yes
72,retired,married,tertiary,no,3561,no,no,telephone,15,sep,511,3,184,7,success,yes
31,management,single,tertiary,no,3340,no,no,cellular,15,sep,213,2,469,3,success,yes
49,technician,married,tertiary,no,1071,no,no,cellular,16,sep,225,1,91,1,success,yes
23,self-employed,single,tertiary,no,780,no,no,cellular,16,sep,393,1,183,3,success,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92,6,success,yes
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
44,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,263,1,184,6,success,yes
23,technician,single,secondary,no,283,yes,no,cellular,22,sep,175,1,184,2,success,yes
36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,155,1,184,1,success,yes
60,admin.,married,secondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,yes
55,management,married,secondary,no,2693,no,no,cellular,22,sep,182,1,184,7,success,yes
33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,2,92,4,success,yes
59,management,married,tertiary,no,5397,no,no,cellular,23,sep,244,1,92,3,success,yes
30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,272,4,184,1,success,yes
40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes
49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,1,91,14,success,yes
55,services,divorced,secondary,no,0,no,no,cellular,27,sep,262,6,193,4,success,yes
38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,yes
48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,1,92,3,success,yes
28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,232,4,success,yes
28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,2,-1,0,,yes
65,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,,yes
22,student,single,secondary,no,552,no,no,cellular,1,sep,327,1,-1,0,,yes
35,management,single,tertiary,no,992,no,yes,cellular,1,sep,238,1,-1,0,,yes
33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,2,sep,291,3,-1,0,,yes
25,student,single,secondary,no,2975,no,no,cellular,2,sep,799,2,-1,0,,yes
29,unemployed,single,,no,1584,no,no,cellular,6,sep,245,1,-1,0,,yes
72,retired,married,secondary,no,1978,no,no,cellular,6,sep,312,1,-1,0,,yes
